ID,Responder,Group,Question,Score
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,They recognize that different people need different types of motivation or support.,5
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,"When there is a problem, they look for the root cause instead of just applying a quick fix.",5
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,"They try to understand why people are resisting change (e.g., what they are afraid of losing).",4
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,"When things get chaotic, they remind us of the main goal.",4
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,They notice when the team is wasting time on unimportant tasks to avoid the hard work.,4
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,"When I ask them for an answer, they usually ask me a question to help me figure it out myself.",4
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,They admit when they don't know the answer.,5
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,"They make it clear that we (the team) are responsible for fixing the problem, not just them.",5
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,"They encourage us to try new things, even if we might fail at first.",5
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,They make it feel safe to talk about difficult or awkward topics.,5
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,"When there is an argument, they help us resolve it rather than just telling us to stop fighting.",4
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,"When the team is too stressed to work, they help us calm down and focus.",3
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,"When the team is too comfortable or lazy, they push us to face the difficult reality.",5
46001.3990084375Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Listening to Everyone,They support people who share unpopular ideas.,4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Role Modelling,They act in ways that build respect and trust within the team,2
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Role Modelling,They sacrifice their own personal gains for the good of the group when necessary,3
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Role Modelling,They demonstrate high moral and ethical standards in their daily decisions.,3
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Role Modelling,They display a sense of power and confidence that reassures others.,4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Role Modelling,They talk about their most important values and beliefs to ensure clarity.,4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Vision,They talk optimistically about the future and what we can accomplish,2
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Vision,They talk enthusiastically about what needs to be accomplished.,2
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Vision,They articulate a compelling vision of the future.,2
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Vision,They express confidence that our goals will be achieved.,1
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Vision,They help others find meaning and purpose in their work.,3
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Innovation,They re-examine critical assumptions to question whether they are appropriate,4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Innovation,They seek differing perspectives when solving problems.,3
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Innovation,They encourage others to look at problems from many different angles.,4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Innovation,They suggest new ways of looking at how to complete assignments. [,5
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Innovation,They encourage non-traditional thinking to deal with traditional problems.,4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,They spend time teaching and coaching team members.,4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,"They treat each team member as an individual with different needs, abilities, and aspirations.",4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,They help team members to develop their strengths.,5
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,They listen attentively to individual concerns and grievances.,3
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,They recognize that different people need different types of motivation or support.,4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,"When there is a problem, they look for the root cause instead of just applying a quick fix.",5
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,"They try to understand why people are resisting change (e.g., what they are afraid of losing).",4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,"When things get chaotic, they remind us of the main goal.",3
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,They notice when the team is wasting time on unimportant tasks to avoid the hard work.,3
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,"When I ask them for an answer, they usually ask me a question to help me figure it out myself.",4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,They admit when they don't know the answer.,4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,"They make it clear that we (the team) are responsible for fixing the problem, not just them.",4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,"They encourage us to try new things, even if we might fail at first.",4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,They make it feel safe to talk about difficult or awkward topics.,4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,"When there is an argument, they help us resolve it rather than just telling us to stop fighting.",3
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,"When the team is too stressed to work, they help us calm down and focus.",4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,"When the team is too comfortable or lazy, they push us to face the difficult reality.",4
46001.4743386343Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Listening to Everyone,They support people who share unpopular ideas.,2
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Role Modelling,They act in ways that build respect and trust within the team,3
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Role Modelling,They sacrifice their own personal gains for the good of the group when necessary,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Role Modelling,They demonstrate high moral and ethical standards in their daily decisions.,5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Role Modelling,They display a sense of power and confidence that reassures others.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Role Modelling,They talk about their most important values and beliefs to ensure clarity.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Vision,They talk optimistically about the future and what we can accomplish,5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Vision,They talk enthusiastically about what needs to be accomplished.,5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Vision,They articulate a compelling vision of the future.,5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Vision,They express confidence that our goals will be achieved.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Vision,They help others find meaning and purpose in their work.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Innovation,They re-examine critical assumptions to question whether they are appropriate,5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Innovation,They seek differing perspectives when solving problems.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Innovation,They encourage others to look at problems from many different angles.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Innovation,They suggest new ways of looking at how to complete assignments. [,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Innovation,They encourage non-traditional thinking to deal with traditional problems.,5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,They spend time teaching and coaching team members.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,"They treat each team member as an individual with different needs, abilities, and aspirations.",4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,They help team members to develop their strengths.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,They listen attentively to individual concerns and grievances.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Coaching,They recognize that different people need different types of motivation or support.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,"When there is a problem, they look for the root cause instead of just applying a quick fix.",5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,"They try to understand why people are resisting change (e.g., what they are afraid of losing).",5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,"When things get chaotic, they remind us of the main goal.",5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Seeing the Big Picture,They notice when the team is wasting time on unimportant tasks to avoid the hard work.,5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,"When I ask them for an answer, they usually ask me a question to help me figure it out myself.",2
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,They admit when they don't know the answer.,5
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Handing Responsibility to the Team,"They encourage us to try new things, even if we might fail at first.",4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,They make it feel safe to talk about difficult or awkward topics.,4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,"When there is an argument, they help us resolve it rather than just telling us to stop fighting.",4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,"When the team is too stressed to work, they help us calm down and focus.",4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Managing Stress,"When the team is too comfortable or lazy, they push us to face the difficult reality.",4
46001.6414727431Someone who reports/reported to Richard - either directly or indirectly,Someone who reports/reported to Richard - either directly or indirectly,Listening to Everyone,They support people who share unpopular ideas.,4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Role Modelling,They act in ways that build respect and trust within the team,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Role Modelling,They sacrifice their own personal gains for the good of the group when necessary,4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Role Modelling,They demonstrate high moral and ethical standards in their daily decisions.,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Role Modelling,They display a sense of power and confidence that reassures others.,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Role Modelling,They talk about their most important values and beliefs to ensure clarity.,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Vision,They talk optimistically about the future and what we can accomplish,4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Vision,They talk enthusiastically about what needs to be accomplished.,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Vision,They articulate a compelling vision of the future.,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Vision,They express confidence that our goals will be achieved.,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Vision,They help others find meaning and purpose in their work.,4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Innovation,They re-examine critical assumptions to question whether they are appropriate,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Innovation,They seek differing perspectives when solving problems.,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Innovation,They encourage others to look at problems from many different angles.,4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Innovation,They suggest new ways of looking at how to complete assignments. [,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Innovation,They encourage non-traditional thinking to deal with traditional problems.,4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Coaching,They spend time teaching and coaching team members.,4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Coaching,"They treat each team member as an individual with different needs, abilities, and aspirations.",4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Coaching,They help team members to develop their strengths.,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Coaching,They recognize that different people need different types of motivation or support.,4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Seeing the Big Picture,"When there is a problem, they look for the root cause instead of just applying a quick fix.",5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Seeing the Big Picture,"They try to understand why people are resisting change (e.g., what they are afraid of losing).",5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Seeing the Big Picture,"When things get chaotic, they remind us of the main goal.",4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Seeing the Big Picture,They notice when the team is wasting time on unimportant tasks to avoid the hard work.,4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Handing Responsibility to the Team,"When I ask them for an answer, they usually ask me a question to help me figure it out myself.",3
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Handing Responsibility to the Team,They admit when they don't know the answer.,4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Handing Responsibility to the Team,"They make it clear that we (the team) are responsible for fixing the problem, not just them.",4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Managing Stress,They make it feel safe to talk about difficult or awkward topics.,5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Managing Stress,"When there is an argument, they help us resolve it rather than just telling us to stop fighting.",5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Managing Stress,"When the team is too stressed to work, they help us calm down and focus.",5
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Managing Stress,"When the team is too comfortable or lazy, they push us to face the difficult reality.",4
46001.8417069444Someone who has worked as Richard's peer,Someone who has worked as Richard's peer,Listening to Everyone,They support people who share unpopular ideas.,4
